Frag Name,Trunc,LL XC,HL XC,HL Atoms,Post-HF Method,Basis,Untrunc Nbasis,Trunc Nbasis,Untrunc Natoms,Trunc Natoms,Total DFT Energy (A-in-B),AB LL Energy,A HL Energy,A LL Energy,PB Correction,AB_LL Time,A_LL Time,A_HL Time
CH3COOH,N/A,PBE,PBE,4,N/A,tight,8,8,216,216,-6235.996106226152,-6235.996106226149,-5114.295523989328,-5114.295523989325,0,7.08709716796875,0.5532653331756592,0.7056272029876709
C19COOH,N/A,PBE,PBE,4,N/A,tight,62,62,1458,1458,-25484.453120710004,-25484.453120710023,-5111.739232189503,-5111.739232189516,0,31.951355457305908,5.912882089614868,8.31173038482666
CH3COOH,N/A,PBE,PBE0,4,N/A,tight,8,8,216,216,-6235.873197233768,-6235.996106226149,-5114.800301766749,-5114.295523989325,0,5.751556873321533,0.5502164363861084,6.299955129623413
C19COOH,N/A,PBE,PBE,4,RPA,tight,62,62,1458,1458,-25488.678460892002,-25484.453120710023,-5115.964572371499,-5111.739232189516,0,31.985915422439575,5.85954475402832,255.72023820877075
C19COOH,N/A,PBE,PBE0,4,N/A,tight,62,62,1458,1458,-25484.41090461499,-25484.453120710023,-5112.803830475228,-5111.739232189516,0,31.984071254730225,5.838304281234741,81.84667634963989
Acid Dimer,N/A,PBE,PBE,8,RPA,tight,70,70,1674,1674,-31730.25855769101,-31721.147507488975,-10233.082212770896,-10223.971162568863,0,41.130831718444824,6.611894130706787,535.1108295917511
Acid Dimer,N/A,PBE,PBE0,N/A,tight,-31721.147507488968,41.068371295928955
Acid Dimer,N/A,PBE,PBE,N/A,tight,-31721.147507488968,41.53106689453125
CH3COOH,N/A,PBE,PBE0,N/A,tight,-6235.996106226149,2.281917095184326
CH3COOH,N/A,PBE,PBE,N/A,tight,-6235.996106226149,2.0943989753723145
C19COOH,N/A,PBE,PBE,N/A,tight,-25484.453120710023,31.015547513961792
C19COOH,N/A,PBE,PBE0,N/A,tight,-25484.453120710023,31.24185299873352
CH3COOH,N/A,PBE0,PBE0,N/A,tight,-6235.95209042091,7.6449549198150635
CH3COOH,N/A,PBE,PBE,RPA,tight,-6243.419965936969,7.717264652252197
C19COOH,N/A,PBE0,PBE0,N/A,tight,-25487.951615466016,190.1625895500183
Acid Dimer,N/A,PBE0,PBE0,N/A,tight,-31724.584307538513,219.0626940727234
C19COOH,N/A,PBE,PBE,RPA,tight,-25537.131800714506,1801.4587292671204
Acid Dimer,N/A,PBE,PBE,RPA,tight,-31782.024954070854,3070.6562399864197
